#
# Supplementary Table
#
# Final BFF models fit to the data pooled across replicates and
# filtered for sufficent observations per bin and bins per strain,
# ie filtering out the low-confidence fits.
# 
# Key:
# systematic name of gene knocked out , common name of gene knocked out , natural log of mean signal pre-shift , natural log of mean signal post-shift , difference between the means (post - pre) , residual of post-shift mean against the prediction from the pre-shift mean
YHR142W,CHS7,7.564418401561899,8.138404426951274,0.5739860253893747,0.8511023633177954,FALSE
YDR378C,LSM6,8.696500649814872,7.989814004828537,-0.7066866449863358,0.6331892866343205,FALSE
YEL062W,NPR2,9.240886866566763,7.984928016365714,-1.2559588502010488,0.5949680014563032,FALSE
YCR077C,PAT1,9.290395627145257,7.895608459869369,-1.3947871672758874,0.502616793582499,FALSE
YJL124C,LSM1,9.070867815762284,7.815692504946124,-1.2551753108161599,0.4361435462526835,FALSE
YLR299W,ECM38,7.877772147091196,7.726121135995595,-0.15165101109560108,0.4196309670012539,FALSE
YDR005C,MAF1,8.709735670865134,7.764237024339432,-0.945498646525702,0.40680186432989096,TRUE
YPL248C,GAL4,8.626143259260518,7.744042821457028,-0.8821004378034898,0.391726413095177,FALSE
YGR010W,NMA2,7.933871623061197,7.69375846431693,-0.24011315874426753,0.3838330638279617,FALSE
YOR008C,SLG1,8.166319895161529,7.693663045470048,-0.4726568496914805,0.36950375756263565,FALSE
YDR157W,YDR157W,9.1920865159825,7.753998811712781,-1.4380877042697184,0.3670270689463315,FALSE
YKR034W,DAL80,8.549296922501595,7.708204878756503,-0.8410920437450917,0.36059412854415385,FALSE
YLR079W,SIC1,8.99927264552178,7.724625683064369,-1.2746469624574104,0.34946082920293886,FALSE
YNL206C,RTT106,8.55765550859895,7.6806314167268885,-0.8770240918720615,0.33250883146232635,FALSE
YGR208W,SER2,8.791357793464766,7.681232993370037,-1.1101248000947281,0.318799731660536,FALSE
YGL226W,MTC3,8.15126368750361,7.641530079978681,-0.5097336075249288,0.3182927536019573,FALSE
YNL199C,GCR2,7.981082833305724,7.622199945544505,-0.3588828877612187,0.3093835833571035,FALSE
YDL144C,YDL144C,7.867830577338389,7.608862283684116,-0.25896829365427276,0.30298088318413896,FALSE
YNL089C,YNL089C,8.03046701017106,7.608477341938728,-0.4219896682323325,0.29263695721331207,FALSE
YDR245W,MNN10,8.242763090993979,7.616483974448546,-0.6262791165454322,0.287643714583143,FALSE
YLR233C,EST1,8.786984236674828,7.642349454553957,-1.1446347821208702,0.2801840060417904,FALSE
YDL080C,THI3,7.951923912877522,7.590153623039192,-0.36177028983833015,0.2791227969922314,FALSE
YNL119W,NCS2,8.494617635807806,7.621584816073191,-0.8730328197346156,0.2773223325693337,FALSE
YKL149C,DBR1,8.253751024611446,7.594006204798867,-0.6597448198125795,0.26449310271932625,FALSE
YIL090W,ICE2,8.175256458383057,7.587068208080501,-0.5881882503025562,0.26236169289687084,FALSE
YPR052C,NHP6A,7.328891903687274,7.535200655457435,0.20630875177016073,0.2623209733048597,FALSE
YLL002W,RTT109,7.202084655024884,7.524297945083927,0.3222132900590431,0.2591832597841748,FALSE
YEL033W,MTC7,8.781452266606342,7.618666056855102,-1.16278620975124,0.25683935656612267,FALSE
YJL175W,YJL175W,8.726311247486533,7.614899708003004,-1.1114115394835293,0.25644954844370105,FALSE
YNR040W,YNR040W,8.255020291346778,7.5855862030741825,-0.6694340882725953,0.2559953778967179,FALSE
YCR073W-A,SOL2,8.342583952769102,7.58903837271727,-0.7535455800518323,0.2540856178193982,FALSE
YBR157C,ICS2,8.139148651425705,7.575997571557295,-0.5631510798684101,0.2535021051137303,TRUE
YFL013C,IES1,8.210471464031617,7.579285353449809,-0.6311861105818082,0.2524224598972946,FALSE
YNL239W,LAP3,8.510471102294638,7.596872649057611,-0.9135984532370269,0.2516393841617184,FALSE
YPR076W,YPR076W,8.340180325944045,7.585018630766737,-0.7551616951773079,0.25021306110416397,FALSE
YNL325C,FIG4,8.279841681328,7.578561232208638,-0.7012804491193618,0.2474504780277451,FALSE
YNL291C,MID1,7.802856475422216,7.5467452154966095,-0.2561112599256061,0.2448424810604095,FALSE
YPR090W,NA,8.558307198916028,7.59233775907383,-0.9659694398421976,0.2441752677840645,FALSE
YLR287C,YLR287C,7.92488483288411,7.553344533179268,-0.3715402997048418,0.24396943559631,FALSE
YEL012W,UBC8,8.100377922853738,7.563891714490416,-0.5364862083633222,0.24377035984659923,FALSE
YFL010W-A,AUA1,6.6,7.4699926223266635,0.8699926223266639,0.24174637712569425,FALSE
YFL043C,NA,7.857694243549006,7.546858955931028,-0.3108352876179783,0.24159825023204995,FALSE
YJR039W,YJR039W,8.386564374895206,7.578181604901143,-0.8083827699940631,0.24053572446827776,FALSE
YER091C-A,YER091C-A,8.867665163085316,7.602091146988337,-1.2655740160969797,0.2349852305907083,FALSE
YMR179W,SPT21,8.461138730750967,7.57699629010508,-0.8841424406458875,0.23478387546672153,FALSE
YER056C,FCY2,8.367922889188895,7.570201152391051,-0.7977217367978442,0.23369677671732436,FALSE
YLR410W,VIP1,8.1596499987211,7.555178725478248,-0.6044712732428525,0.23142786631142354,FALSE
YBR115C,LYS2,8.27022598110199,7.560106120303047,-0.7101198607989438,0.22958418011173531,FALSE
YBR105C,VID24,7.71432258018601,7.526010773470881,-0.18831180671512815,0.2295293806782306,FALSE
YOR284W,HUA2,7.954697264089385,7.53875526933919,-0.4159419947501952,0.2275546181153647,FALSE
YIL041W,GVP36,8.304693331953603,7.55941762983358,-0.7452757021200229,0.2267850936494442,FALSE
